,user_name,user_location,user_description,user_verified,date,text,hashtags,source,cleaned_text
2301,Ms. Jeon 💜,,"22 from 🇵🇭 | 💜 since 2013... shares l¡nks for stre@ms | 
BTS CONTENTS ARCHIVED ON THIS TG CHANNEL:
https://t.co/55UkPs3fkB",False,2022-03-14 06:47:59,"BTS (#방탄소년단) 
[ 220314 ]

#JHope 🌟 on Instagram | IG Story 

🐿️: flower(s) 

: uarmyhope #BTSonInstagram #bts #btsarmy #hoseok #제이홉 #hopefilm https://t.co/DBxp2E1Ez1","['방탄소년단', 'JHope', 'BTSonInstagram', 'bts']",Twitter for Android,방탄소년단 220314 JHope Instagram Story flower uarmyhope BTSonInstagram btsarmy hoseok hopefilm http //t.co/DBxp2E1Ez1
2302,Luvy Briceño ✨,Costa Rica,🇳🇮|🇨🇷 Fake it 'till you make it. 🌿,False,2022-03-14 06:47:59,Adam Project 😭♥️,,Twitter for iPhone,Adam Project
2303,JDOT,"Chicago, IL","Political junkie, book lover, classic movie fanatic. Proud Gay 🏳️‍🌈Chicagoan. Dyed in the wool Democrat. #BidenHarris #KHive #BlackLivesMatter",False,2022-03-14 06:47:59,@BoosPhd Mazes tov and cheers to a life of love and happiness!! https://t.co/fjt82tJ8UM,,Twitter for iPhone,BoosPhd Mazes cheer life love happiness http //t.co/fjt82tJ8UM
2304,Portia Abyna Sesy Burah,Tema,"Communicator, Fashion Icon,Business woman, BLW full member.",False,2022-03-14 06:47:59,@hughes_onair so why is your traffic lady so close to the people without musk?? And what happened to Covid???,,Twitter for iPhone,hughes_onair traffic lady close people without musk happened Covid
2305,IN₹save,INDIA,"Click and Shop, Earn with IN₹save, It's a Saving Marathon 

https://t.co/s4MOVURx6I",False,2022-03-14 06:47:59,"Stop using Chemical
Be Herbal
for detail:
https://t.co/ruOgKjpFFa https://t.co/57Ix5CYUI9",,Twitter Web App,Stop using Chemical Herbal detail http //t.co/ruOgKjpFFa http //t.co/57Ix5CYUI9
2306,jojo wit da bow bow,sixteen! | he/she/dey | jodeci,jodeci/jojo/tyler/jordan,False,2022-03-14 06:47:59,@Rell11246661 @momllyy @Romanvpg1 @_jasminwats @itssnyawan so im homophobic and gay at the same time huh?😭 saying that men are in denial isn't homophobic it's just an observation. caring that much about another man opinion about who YOU attracted to?? suspect,,Twitter for iPhone,Rell11246661 momllyy Romanvpg1 _jasminwats itssnyawan homophobic time saying denial homophobic observation caring much another opinion attracted suspect
2307,❗️,cbyf - carrd looks shit on web,horror quote/lyric bot | posts every 10 mins | ran by @girlthingboss & @ShigeoKagellama,False,2022-03-14 06:47:59,"Then he asked her to live. He came to her, finally, as one human being to another, and asked her not to leave him.",,"Cheap Bots, Done Quick!",Then asked live came finally human another asked leave
2308,maia 💜,at home,"🇲🇾🇮🇪
she/her | 23 | day6 & stray kids stan
my current addictions are genshin and valo",False,2022-03-14 06:47:59,Happy birthday to my queen 🎉❤ https://t.co/y4b4GOz98x,,Twitter for Android,Happy birthday queen http //t.co/y4b4GOz98x
2309,🍂 Scherie Vernalis -hiat.,"️️ ️️ ️️ ️️️️ ️️
Konten Eksplisit 18+ #OmahPoon C-207
️️ ️️ ️️ ️️️️ ️️","Lakon fiksi - 𝘒𝘦𝘴𝘢𝘺𝘢𝘯𝘨𝘢𝘯, 𝘪𝘵𝘶 𝘢𝘳𝘵𝘪 𝘯𝘢𝘮𝘢𝘯𝘺𝘢. 𝘗𝘶𝘢𝘯 𝘬𝘦𝘭𝘢𝘩𝘪𝘳𝘢𝘯 2000 𝘺𝘢𝘯𝘨 𝘩𝘢𝘯𝘨𝘢𝘵 𝘥𝘢𝘯 𝘮𝘢𝘯𝘪𝘴 𝘫𝘶𝘨𝘢 𝘱𝘦𝘤𝘪𝘯𝘵𝘢 𝘢𝘱𝘢𝘱𝘶𝘯 𝘳𝘢𝘴𝘢 𝘷𝘢𝘯𝘪𝘭𝘭𝘢 𝘥𝘢𝘯 𝘵𝘦𝘯𝘵𝘶 𝘴𝘢𝘫𝘢, 𝘌𝘭𝘪𝘰𝘴 @jeonjeks 🍦",False,2022-03-14 06:47:59,@jeonjeks But i prefer to moan your name. Elioshhh ...,,Twitter for Android,jeonjeks prefer moan name Elioshhh
2310,roza or somethign,geese land,"silly silly goose
i like elysia rozaliya + veliona

NOT a honkai addict",False,2022-03-14 06:47:59,so close yet so far https://t.co/d53sCgYUCU,,Twitter Web App,close http //t.co/d53sCgYUCU
2311,Anaa@11,Mumbai Maharashtra,,False,2022-03-14 06:47:59,"@imsalma @Gashmeer Yes Ofcourse..!!!
I'm all onboard and super excited!!! :-D

VISHU OFFICIAL TEASER OUT    #GashmeerMahajani",['GashmeerMahajani'],Twitter Web App,imsalma Gashmeer Ofcourse.. onboard super excited VISHU OFFICIAL TEASER GashmeerMahajani
2312,🌏🐶🦕🥳 Hieronymus Burps 🥦💥 and 68 others,,"he shakes his fists againsts the ghosts and still insists he make the posts

Horseless Head Man at the Haddonfield Children's Clinic for Stabbing her Stepmother",False,2022-03-14 06:47:59,@MuseWendi goddamn npr is trash jesus,,Twitter Web App,MuseWendi goddamn trash jesus
2313,Fuuka,,Smile every day,False,2022-03-14 06:47:59,@Arkonion Thank you Arko,,Twitter for Android,Arkonion Thank Arko
2314,JoJo,"Miami, FL",Xoxo,False,2022-03-14 06:47:59,I pray you’re safe every day out there 🥺,,Twitter for iPhone,pray safe every
2315,kat (jin's wife) | YOONGI DAY,she/her,i have no personality besides loving rain and jin.,False,2022-03-14 06:47:59,@taecuddIe WHAT THE FUCK,,Twitter for iPhone,taecuddIe WHAT FUCK
2316,ott,telegram; cinderwtf,"i make things // 20, gay, he/him/they // screaming internally // 🇫🇮 🇺🇸 // florida man? - pfp by feve, header by alikars //",False,2022-03-14 06:47:59,"One thing I've noticed is how many Russian artist I follow and like, that now because of their shitty gov. they can barely make a living.

Also I didn't realize how many eastern European artist I like, it's quite a few 😅",,Twitter for Android,thing noticed many Russian artist follow like shitty barely make living Also realize many eastern European artist like quite
2317,UnicornConservationist,Johannesburg,"Desktop junkie 🖥️ -
Music lover 🎶 -
Creature of things 🤸‍♂️ - 
Ice cream with a table spoon🍦 -
Don't worry I'm probably sub-tweeting myself 🤘🏾-",False,2022-03-14 06:47:59,@mandla64 😭😭😭😭😭 I envy u,,Twitter for Android,mandla64 😭😭😭😭😭 envy
2318,Garletter Lee,"Los Angeles, CA","Pursued Acting/ Writing Career, Enjoys Baseball & Fishing , Family Planning , Practicing CATHOLIC📿",False,2022-03-14 06:47:59,2:00amct morning prayers 📺 off😴 @Kjoyrich💗💙  #MyGirl🍨🍞🍷 #Krystal🖤💍⌚  TRUTH🇺🇸🇺🇸👁🇺🇸 https://t.co/HcQCVsknfQ,"['MyGirl', 'Krystal']",Twitter for Android,2:00amct morning prayer off😴 Kjoyrich💗💙 MyGirl🍨🍞🍷 Krystal🖤💍⌚ TRUTH🇺🇸🇺🇸👁🇺🇸 http //t.co/HcQCVsknfQ
2319,Rifa,,,False,2022-03-14 06:47:59,"@gemcapital999 @StarSharks_SSS While you build your project, do you take into account community feedbacks and demands???Q. Do you have any NFT plans and its integration ahead in the roadmap? Also do you have any passive income options and incentivization reward for a  long term hoder?",,Twitter for Android,gemcapital999 StarSharks_SSS While build project take account community feedback demand plan integration ahead roadmap Also passive income option incentivization reward long term hoder
2320,born to be sauce,,,False,2022-03-14 06:47:59,Have a nice night! :),,Twitter for iPhone,Have nice night
2321,"Jup ||📌Pinned | PO ODDINARY, NCT DREAM, RV, BTS",Sapphire Blue Ocean 💙,| 슈퍼주니어💙||이동민 💜||내가 할 수 있어!!|| #SS6INA #SS7SInJKT | 9 years & still counting 🙄 ||8년 전 너와 사랑에 빠졌어 (DH)|| 🌸Terima Personal Order🌸||‼️Mention after DM‼️||,False,2022-03-14 06:47:59,"@strayselling hottracks sortir avail 2 slot dom jkt^^
https://t.co/AnnlslY3nT",,Twitter Web App,strayselling hottracks sortir avail slot jkt^^ http //t.co/AnnlslY3nT
2322,David🌹🌹🌹,"Boston, England","aiming for a simpler life and become self sufficient... getting there...slowly☺ Believe in fairness, equality & justice #labour 
NO DMS PLEASE.",False,2022-03-14 06:47:59,"#Ukraine #UkraineWar #UkraineRussiaWar #NATO
COMING TO A TOWN NEAR YOU.
PUTIN MUST BE STOPPED NOW. https://t.co/ajS8bfhpKg","['Ukraine', 'UkraineWar', 'UkraineRussiaWar', 'NATO']",Twitter for Android,Ukraine UkraineWar UkraineRussiaWar NATO COMING TOWN NEAR PUTIN MUST STOPPED http //t.co/ajS8bfhpKg
2323,@VRYWVY,,"Yes, it’s me 🇲🇽DJ | DTX | bookings@vrywvy.com",False,2022-03-14 06:47:59,Sleep schedule: non existent,,Twitter for iPhone,Sleep schedule existent
2324,sreedhar,,,False,2022-03-14 06:47:59,@c_dentor CHEEMS INU KING OF MEMES 1000X EASY WITH MEMETECH UTILITY 🚀💥#CheemsInu,['CheemsInu'],Twitter for iPhone,c_dentor CHEEMS KING MEMES 1000X EASY WITH MEMETECH UTILITY CheemsInu
2325,Chris,"Stockport, England",love all nature and taking amateur photos of it. a seemingly happy man but deep and troubled underneath. also an amateur artist and always try to be truthful.,False,2022-03-14 06:47:59,@Bill_Hoag1 Great photo 📸,,Twitter for Android,Bill_Hoag1 Great photo
2326,𝑽𝒂𝒏 𝑹𝒐𝒅𝒗𝒆𝒍𝒍•𝕟𝕠÷𝕟𝕒𝕞𝕖,El Salvador,"Hi. I draw cosas (‾-◝).
OC/Fanart(?/i love Yuri",False,2022-03-14 06:47:59,@Santrometer @TeaTheKook really? Wow. I guess I'm famous(?,,Twitter for Android,Santrometer TeaTheKook really guess famous
2327,UPspec Gaming 🎮 xScreen for Xbox Series S,Australia,Makers of the #xScreen for #XboxSeriesS!! 🔥 Shipping now! Follow us and retweet to help support our startup business 🙏 #xbox,False,2022-03-14 06:47:59,@ELTGeek Thank you! 👏,,Twitter for iPhone,ELTGeek Thank
2328,``nicolas ♡ giu,lauren’s heart | he/him,"Excuse me,um.... @divinepov @needydenisa @everrytiimee @GoofyDino @bemybabymads @UgoLetizia",False,2022-03-14 06:47:59,@TESFAYECOMET thank you so much 🤍,,Twitter for iPhone,TESFAYECOMET thank much
2329,Vishvanath Bedre,,,False,2022-03-14 06:47:59,@NANA_PATOLE Thank You Sir,,Twitter for Android,NANA_PATOLE Thank
2330,Nadia 🇵🇹,"Cuxhaven, Germany","#Benfica #Bayern #Absentia #Heartland #OTH #FullHouse #WynonnaEarp #E4L #MFS #WarriorNun #PrivateEyes #NancyDrew #Legacies
TVTime:Nadia I 💗 Stana Katic She/Her",False,2022-03-14 06:47:59,"Hi again @paramountplus ,
it’s us again the Earpers!!!!!!!!!! 
I know that you’re tired 
if us, but we are just
fighting for our beloved show, 
so do you want to reconsider   &amp; 
#BringWynonnaHome ?  📫🚌😇🛡️
#WynonnaEarp  🍩🦸‍♀️🏡💯 https://t.co/TRUjsALB7n https://t.co/iZSh43uYZS",,Twitter for Android,paramountplus Earpers know tired fighting beloved show want reconsider BringWynonnaHome 📫🚌😇🛡️ WynonnaEarp 🍩🦸‍♀️🏡💯 http //t.co/TRUjsALB7n http //t.co/iZSh43uYZS
2331,sabasw.eth 🎨👶🏽🐱🎮,IPFS,|She/her| Founder & Artist of @fuzziemints 🚀🧶 ||Game dev entrepreneur|| NFT collector || Mom to one human and 8 cats | https://t.co/VHY9rwHlQs,False,2022-03-14 06:47:59,"gm.

do something nice for yourself today.",,Planable,something nice today
2332,恩惠的阵雨,,悲惨的人生(ː:̣̣̣̥з[▓▓]˚º,False,2022-03-14 06:47:59,"950FBC85 :Battle ID
I need backup!
Lvl 100 Grani
https://t.co/6Z2rk83hVH",,グランブルー ファンタジー,950FBC85 Battle need backup Grani http //t.co/6Z2rk83hVH
2333,DeathToAll,,Anthony :),False,2022-03-14 06:47:59,"AD60DB37 :Battle ID
I need backup!
Lvl 120 Metatron
https://t.co/fqKPnW7y6I",,グランブルー ファンタジー,AD60DB37 Battle need backup Metatron http //t.co/fqKPnW7y6I
2334,Gerry,"Nottingham, England","In the unlikely event of interference, please adjust your tracking control. This will, in most cases, rectify the quality.",False,2022-03-14 06:47:59,@factoryjimbo Guess what though? There never enough free desks and it’s not monitored! https://t.co/O8xNa3lOfK,,Twitter for iPhone,factoryjimbo Guess though There never enough free desk monitored http //t.co/O8xNa3lOfK
2335,Beomgyu,,"NOT A MULTI, I forgot the email and password I used in my @02z_enhypen acc . Please understand, thank you.",False,2022-03-14 06:47:59,@ROGIESNFT @alexar3z Join here guys,,Twitter for Android,ROGIESNFT alexar3z Join guy
2336,Telugu FilmNagar,"Hyderabad, India",The only destination for Telugu movie buffs. https://t.co/tJAKkQdEos,True,2022-03-14 06:47:59,"#RadheShyam receives phenomenal response on the big screen with 151 cr gross in 3 days worldwide! 🔥

#BlockBusterRadheShyam ❤️
#Prabhas #PoojaHegde #RadhaKrishna @UV_Creations #TeluguFilmNagar https://t.co/3sz19jjFFH",['RadheShyam'],Twitter Web App,RadheShyam receives phenomenal response screen gross day worldwide BlockBusterRadheShyam Prabhas PoojaHegde RadhaKrishna UV_Creations TeluguFilmNagar http //t.co/3sz19jjFFH
2337,RISKTAKER💜,🇭🇹,,False,2022-03-14 06:47:59,it be so hard for me to get out of my car bro,,Twitter for iPhone,hard
2338,My horny sense tingled 🏴🚩,Your momma,"#hornyonmain 

he/him
XBox: qedx#1257
Live at https://t.co/IJyVUbkB47 8PM UTC+8

RTs and likes are endorsements

For less spice follow @harisbinali",False,2022-03-14 06:47:59,@theTAPlR because they can't see it,,Twitter for Android,theTAPlR
2339,idk lmao,she/her,“pretty skinny grunge stoner girl that’s bi” 🤩,False,2022-03-14 06:47:59,"me: would you still love me if i had a uniboob?
@bojaxhorseman: yeah i mean i love mike wazowski so",,Twitter for iPhone,would still love uniboob bojaxhorseman yeah mean love mike wazowski
2340,Electroneum Chat,,"Number one crypto in the world.
Please visit our Telegram group; https://t.co/QbnrMq851O…",False,2022-03-14 06:47:59,"Electroneum-Network: @Electroneum @ @AnyTaskofficial #Electroneum #ETN_Network #EtnEverywhere #Anytask #ETN   

⚡️Users:''4,354,761''-✨Rank: 417-🙈⚡️ https://t.co/PjxAzOh0eK","['Electroneum', 'ETN_Network', 'EtnEverywhere', 'Anytask', 'ETN']",Twitter Web App,"Electroneum-Network Electroneum AnyTaskofficial Electroneum ETN_Network EtnEverywhere Anytask ⚡️Users ''4,354,761 -✨Rank 417-🙈⚡️ http //t.co/PjxAzOh0eK"
2341,Sarah Joy,romford ,,False,2022-03-14 06:47:59,@strictlynina @RhymingSi Totally deserving a break enjoy x,,Twitter for Android,strictlynina RhymingSi Totally deserving break enjoy
2342,Andy Fox 🕊 🇺🇦🙏,"Sheffield, England","Runner, dog walker, Wednesday, Packers Bucks, Geelong Cats & Rockies fan. Dad and husband. Foxing shit up since ‘76!",False,2022-03-14 06:47:59,@jamienolastname Damn!! 😤😤,,Twitter for iPhone,jamienolastname Damn
2343,sooyaass_Assifaah,"Sulawesi Barat, Indonesia",SOOYAS FOREVER,False,2022-03-14 06:47:59,"@jisoogaIIery JISOOxDIOR FOR VOGUE KOREA

JISOO IN MAPLE WORLD
#DownloadMapleStory",['DownloadMapleStory'],Twitter for Android,jisoogaIIery JISOOxDIOR VOGUE KOREA JISOO MAPLE WORLD DownloadMapleStory
2344,YourFav☯️,Nigeria,Crypto | NFTs | DataAnalyst💥|🔞| ForćaBàrcelona💙❤️| 30BG 4L🖤|F1🍾,False,2022-03-14 06:47:59,"@Woolley94523841 @betyofflagos @JckMent @Naija_PR Not at all boss, I didn’t attend any private school. I’m glad I didn’t too. If you understand the meaning of an organizational structure, you’ll understand the reason for taking that action. It’s a simple discipline",,Twitter for iPhone,Woolley94523841 betyofflagos JckMent Naija_PR bos attend private school glad understand meaning organizational structure understand reason taking action simple discipline
2345,richyouniverse,,Just a AlcheMISTIC Mercurial Air Bending Brujita Follow my Tooth Gem page on IG @thatoothtycoon⭐️🦷🧊,False,2022-03-14 06:47:59,Me n Ye got same sun n moon ion like how media b portraying shit,,Twitter for iPhone,moon like medium portraying shit
2346,Cut to the feeling,,"Your daily reminder to Cut to the feeling
Idea by @alexeptable. Bot by @nic__murray",False,2022-03-14 06:47:59,YOU SHOULD LISTEN TO CUT TO THE FEELING AGAIN,,"Cheap Bots, Done Quick!",SHOULD LISTEN FEELING AGAIN
2347,O̡̬̭̭̠̟̻̤̜̔̈́̍̀̇ͤ́́̀̚͟͢͞͝ń̑̌͒̇̊ || ડꫀ𝕣ꫀꪀᦔⅈρⅈ𝕥ꪗ✨,Exo Planet ,"Whatever I am, be the best",False,2022-03-14 06:47:59,@Askrlfess Chava😭,,Twitter for Android,Askrlfess Chava😭
2348,Justin,,@mszodah ❤️ partnered @twitch streamer,False,2022-03-14 06:47:59,"pub stomping 
https://t.co/9QQ5YUZJEl",,Twitter for iPhone,stomping http //t.co/9QQ5YUZJEl
2349,allyann,"Victoria, Australia","Living with & advocating for ME, POTS & FM, ex IT. Homebound & at times bedridden. I don't engage with trolls or idiots: instant block 
#mecfs #pots #fm #endo",False,2022-03-14 06:47:59,@Bababooie42 What a sad and bitter woman.,,Twitter for Android,Bababooie42 What bitter woman
2350,Xenogender Positivity!,bot every 10 mins,#xenogender positivity bot,False,2022-03-14 06:47:59,Biogender   you are handsome/beautiful.,,"Cheap Bots, Done Quick!",Biogender handsome/beautiful
2351,buying ban until makabenta😌,sa puso ni psh&xmh,future doctor 🩺 | Blink 💖| Carat💎 | Engene 🔀 | Stan Acc na medyo window-shopper🥱 | Hulaan niyo na lang gender ko base sa mga tweets ko💅 |,False,2022-03-14 06:47:59,@deungheekcrt we missed you hee,,Twitter for iPhone,deungheekcrt missed
2352,Dew Meloony AKA Mountain (THANKS MELTI & UYO!!),"she/they/any neos, demigirl",pfp from a picrew by Atto _F.Ck.0Ff_ on Tiktok https://t.co/kl6Y4P0BCQ… | minor / dni if you are a nsfw acct / singlet,False,2022-03-14 06:47:59,should i write on the backside? /genq (im using the cat pen i bought its nice to write with) the second pic is to show what the back of the paper looks like btw https://t.co/DGtgFgu5c9,,Twitter for Android,write backside /genq using bought nice write second show back paper look like http //t.co/DGtgFgu5c9
2353,Walter,"Salt Lake City, UT","this is a stan account for my manager

he/him

(Brianna if you find this account don't judge me, I'm sorry lmao)",False,2022-03-14 06:47:59,"@atlantisislame I just lost my streak and I wasn't even having sex damn it. You can really just do it all, can't you?",,Twitter for Android,atlantisislame lost streak even damn really
2354,Julka || MOM ERA,she/her ,"•You can't just jump to the end, the journey is the best part•",False,2022-03-14 06:47:59,"@swi4tkowsk4 michael jackson, taylor swift, queen, fleetwood mac",,Twitter for iPhone,swi4tkowsk4 michael jackson taylor swift queen fleetwood
2355,Midas!,"Port Harcourt, Nigeria","fun loving, @ManUtd, #GGMU🔴⚪⚫ ,FM21 manager,sarcastic Engineer, #metaverse I follow back ASAP",False,2022-03-14 06:47:59,@WeirdNerd007 @MarvelStudios 😳😳😳😳😳😳what!,,Twitter for iPhone,WeirdNerd007 MarvelStudios 😳😳😳😳😳😳what
2356,quis custodiet,,"hello. i am a robot. 

i gather information from the transponders of police aircraft and post it on the internet.",False,2022-03-14 06:47:59,"0647Z
N103CG CITY OF BURBANK
Position unknown
Altitude: 900ft
Course: 265º
Groundspeed: 77kts",,Quis Custodiet,0647Z N103CG CITY BURBANK Position unknown Altitude 900ft Course 265º Groundspeed 77kts
2357,Top cat,,,False,2022-03-14 06:47:59,@CamiWoke Morning #JohnsonOut49 #ToriesOutNow,"['JohnsonOut49', 'ToriesOutNow']",Twitter for iPad,CamiWoke Morning JohnsonOut49 ToriesOutNow
2358,Optimistic Igbotic Nurse 💉,"Port Harcourt, Nigeria","I'm a REGISTERED NURSE, I'M YOUR AESTHETIC NURSE. ARSENAL LOYALIST 🏟",False,2022-03-14 06:47:59,"@amaka_josh A QUEEN 👑
You did well nnem, don't know why most ladies always have this ""TOXIC ATTITUDE"" towards each other. Always ready to segregate and all that. This is why men will always be men. No matter where we go, we must find ""A bro"". Some ladies should always keep it simple!",,Twitter for Android,amaka_josh QUEEN well nnem know lady always TOXIC ATTITUDE towards Always ready segregate This always matter must find Some lady always keep simple
2359,Geoffery Muash,,God is good all the time,False,2022-03-14 06:47:59,"@makaumutua Good mind don't fail, makau wi Sawa",,Twitter for Android,makaumutua Good mind fail makau Sawa
2360,Joel,"N.Nevada,USA",,False,2022-03-14 06:47:59,@EndlessJeopardy Who is Nadia Comaneci?,,Twitter for Android,EndlessJeopardy Nadia Comaneci
2361,vincent,he/him/26 🏳️‍⚧️,this is just a vent account,False,2022-03-14 06:47:59,new replica,,Twitter for iPhone,replica
2362,nev,"they/ he , 17",BARK !! GGRR ARF ARF BARK BARK!! - nico or nevi,False,2022-03-14 06:47:59,@CopiaPaws yes it smells magnificent!,,Twitter for iPhone,CopiaPaws smell magnificent
2363,MUSIKHED RADIO,Worldwide 🌏,"🛑 *This is our playlist #LetsTalkMusik @Musikhed https://t.co/QH5ws4EUEB is an R&B, Independent, Music Platform 🔊 #AreYouListening #BlackMusik",False,2022-03-14 06:47:59,#NOWPLAYING Kenna - Static on @MusikhedRadio ▶️ Listen Here https://t.co/Slds4iNmro,['NOWPLAYING'],Radio.co now playing,NOWPLAYING Kenna Static MusikhedRadio Listen Here http //t.co/Slds4iNmro
2364,LoL Buoy,Banterland,"MBA, Sales, Engg. Sarcaustic, WWE",False,2022-03-14 06:47:59,"@Vinniedel1 @Sebasti12137317 @Blue_Footy No, not Carragher. Drury referred to him as David",,Twitter for Android,Vinniedel1 Sebasti12137317 Blue_Footy Carragher Drury referred David
2365,Lily Hamilton,Canada,"#Canadian #fantasyfiction #writer. Masters in Philosophy. #disabled She/her #Artist. #Blogger. Whatnot.
Amazon: https://t.co/GViIFYqMFc",False,2022-03-14 06:47:59,"@ImJustdipak Fun, mostly. I am on here when I take a pause in my editing or writing.",,Twitter Web App,ImJustdipak mostly take pause editing writing
2366,⚡⚡𝘃𝗶𝗽𝗮𝘀𝗮𝗿𝗹⚡$𝗲𝗴𝗹𝗱,Coimbatore,"@𝗲𝗴𝗹𝗱𝘃𝗽 ( 𝗵𝗲𝗿𝗼𝘁𝗮𝗴)⚡

Visual Artist 🎨/ Visual Merchandiser/ 
Designer / NFT / 
          Crypto Enthusiast  $EGLD",False,2022-03-14 06:47:59,"@TigerEscrow @Stramosinft @StramosiiNFT @ukrmos @RogueRaptorsNFT Lovely 😍 Giveaway, Goodluck All💐 

#NFTGiveaways #Giveaway #Elrond #ElrondNFT #NFTs #EGLD⚡ 

@Cos_ty12345 @LokieGLD💖
@TomABellamy @awmium
@Life_is_dust @Reydel93161253",['NFTGiveaways'],Twitter for Android,TigerEscrow Stramosinft StramosiiNFT ukrmos RogueRaptorsNFT Lovely Giveaway Goodluck All💐 NFTGiveaways Giveaway Elrond ElrondNFT NFTs EGLD⚡ Cos_ty12345 LokieGLD💖 TomABellamy awmium Life_is_dust Reydel93161253
2367,Kaitlyn,"F 18, Pansexual","Software engineer. Zoo's, MAP's DNI. Private: @goneforevr_ ❤️ @Rad1724",False,2022-03-14 06:47:59,@headassbtw @redwidow1358 @scott0852 TRYING TO CALL HOME,,Twitter for iPhone,headassbtw redwidow1358 scott0852 TRYING CALL HOME
2368,Matt,United States,"34, I play video games, complain alot about Apex Legends, flawed af but trying to be better, Outlaw Star is the best anime ever,🎶Gorillaz🎶 Matt301_APX on Apex",False,2022-03-14 06:47:59,"#ELDENRING wearing a cape in a poison swamp turns it green, insane detail",['ELDENRING'],Twitter for Android,ELDENRING wearing cape poison swamp turn green insane detail
2369,panpan mt after dm/chat wa,,@abcdefghi_lmnop 's backup || fast order chat ke https://t.co/DsjcJowEJr,False,2022-03-14 06:47:59,"@laayoungie yukk sini

🎶 SPOTIFY 🎶

inplan :
- 1 bulan 18k
- 2 bulan 28k

💳 all e wallet &amp; bank
📲 WA https://t.co/yxo7yapkPY",,Twitter for Android,laayoungie yukk sini SPOTIFY inplan bulan bulan wallet bank http //t.co/yxo7yapkPY
2370,Horas Indra,,"2022 semoga bisa ganti hp baru 

#DOYOUNG #도영
#NCT_DOYOUNG @NCTsmtown_127",False,2022-03-14 06:47:59,"@ShopeeID B. RAINBOW SPECTRUM #ShopeeKasihOPPOReno7Z5G
B. RAINBOW SPECTRUM #ShopeeKasihOPPOReno7Z5G
B. RAINBOW SPECTRUM #ShopeeKasihOPPOReno7Z5G
B. RAINBOW SPECTRUM #ShopeeKasihOPPOReno7Z5G
6.930","['ShopeeKasihOPPOReno7Z5G', 'ShopeeKasihOPPOReno7Z5G']",Twitter Web App,ShopeeID RAINBOW SPECTRUM ShopeeKasihOPPOReno7Z5G RAINBOW SPECTRUM ShopeeKasihOPPOReno7Z5G RAINBOW SPECTRUM ShopeeKasihOPPOReno7Z5G RAINBOW SPECTRUM ShopeeKasihOPPOReno7Z5G 6.930
2371,homosexual parasol,"vaguely north, UK",Accidentally jew-ish ✡️ Wheelchair liberated cyborg ♿ I put spikes on things 🦔 rarely found without kazoo and spanner 📣🔧 they/he,False,2022-03-14 06:47:59,"@ShopeeID B. RAINBOW SPECTRUM #ShopeeKasihOPPOReno7Z5G
B. RAINBOW SPECTRUM #ShopeeKasihOPPOReno7Z5G
B. RAINBOW SPECTRUM #ShopeeKasihOPPOReno7Z5G
B. RAINBOW SPECTRUM #ShopeeKasihOPPOReno7Z5G
6.930",,Twitter for Android,ShopeeID RAINBOW SPECTRUM ShopeeKasihOPPOReno7Z5G RAINBOW SPECTRUM ShopeeKasihOPPOReno7Z5G RAINBOW SPECTRUM ShopeeKasihOPPOReno7Z5G RAINBOW SPECTRUM ShopeeKasihOPPOReno7Z5G 6.930
2372,gin🐋💜⁷,,"I'm a desi and studying CS in California. I am an army tutor, OT7 have my heart, and am Namgi biased. 95 liner. DM about Math/CS doubts! She/her",False,2022-03-14 06:47:59,"Oh my god @LastWeekTonight dragging Ticketmaster, finally someone is listening to us! https://t.co/Yo8ngjU9Pk",,Twitter for iPhone,LastWeekTonight dragging Ticketmaster finally someone listening http //t.co/Yo8ngjU9Pk
2373,Bria🧞‍♀️💞✨,"Baltimore, MD",Ashton💫,False,2022-03-14 06:47:59,I have two color themed parties to attend this month so I need to start looking for outfits now.,,Twitter for iPhone,color themed party attend month need start looking outfit
2374,Andy Thomson,Northampton,,False,2022-03-14 06:47:59,"@PrimordialRadio #oozing
Here we go Northampton to Milton Keynes commute behind for the week. Have a good one! 
Andy T",['oozing'],Twitter for Android,PrimordialRadio oozing Here Northampton Milton Keynes commute behind week Have good Andy
2375,Moon Child 🌑🌒🌙,who cares,"Master Mind🌕*
Selenophile🌑🌒🌙**
Bike rider 23🏍🏍***
last born of March NAVY👩‍✈️****
Aries Joker😝*****",False,2022-03-14 06:47:59,@ZigwanaSimon Do you have any I start from there?,,Twitter for Android,ZigwanaSimon start
2376,lexi,obx ,"you sunshine, @makenamaybank",False,2022-03-14 06:47:59,@godofbarnes one time rafe made some of those and then mak got in the oven,,Twitter for iPhone,godofbarnes time rafe made oven
2377,Roy Charles,"Muscat, Oman","So you heard about me, FANTASTIC!!!",False,2022-03-14 06:47:59,@Owuorson They sneak in the 🐐 performance...... Like we don't kno how the game ended. https://t.co/a4UhIdrmqi https://t.co/l95XGn97iD,,Twitter for Android,Owuorson They sneak performance Like game ended http //t.co/a4UhIdrmqi http //t.co/l95XGn97iD
2378,naomi,somewhere with envy,,False,2022-03-14 06:47:59,@superlewis happy birthday pretty&lt;3 i love u,,Twitter for Android,superlewis happy birthday pretty love
2379,dumb dumb,"College Park, MD",,False,2022-03-14 06:47:59,@bonk2x Class?,,Twitter for iPhone,bonk2x Class
